id,year,date,title,relative_path,char_count,line_count
"d3f87adbb9f4","2020","2020-11-06","被“内卷”困住的我们，为什么又忙又穷？","2020/2020-11-06_被“内卷”困住的我们，为什么又忙又穷？.txt","3710","132"
"3c56d15d6fd6","2020","2020-11-09","进击的年轻人们！用科普穿透大众的认知","2020/2020-11-09_进击的年轻人们！用科普穿透大众的认知.txt","2913","52"
"c54ac26a13c0","2020","2020-11-10","快递业如何告别价格战？","2020/2020-11-10_快递业如何告别价格战？.txt","2473","43"
"f2de89f4b1cd","2020","2020-11-11","把钱花在别人身上能增进幸福吗","2020/2020-11-11_把钱花在别人身上能增进幸福吗.txt","2485","59"
"096d8325aef0","2020","2020-11-13","删了这么多游戏，社畜们的手机里始终保留一款消除游戏","2020/2020-11-13_删了这么多游戏，社畜们的手机里始终保留一款消除游戏.txt","3460","73"
"878ba61f73a4","2020","2020-11-15","2020年，谁摘得了中国管理学界的“诺奖”？","2020/2020-11-15_2020年，谁摘得了中国管理学界的“诺奖”？.txt","8659","95"
"3bae78df126c","2020","2020-11-16","鲍勇剑：互联网平台企业应该避免“公地危机”","2020/2020-11-16_鲍勇剑：互联网平台企业应该避免“公地危机”.txt","4609","91"
"0e7da5687d72","2020","2020-11-17","创新，让企业二次乘风破浪","2020/2020-11-17_创新，让企业二次乘风破浪.txt","2881","64"
"864868ea43e6","2020","2020-11-18","组织中的“消防”：危急时刻把握惯例和时机","2020/2020-11-18_组织中的“消防”：危急时刻把握惯例和时机.txt","2351","54"
"f19996bb7569","2020","2020-11-20","表情别乱发！这是你该懂的职场微信社交礼仪","2020/2020-11-20_表情别乱发！这是你该懂的职场微信社交礼仪.txt","2515","98"
"990d2c1c529c","2020","2020-11-23","资产管理行业的未来：颠覆者们来了？","2020/2020-11-23_资产管理行业的未来：颠覆者们来了？.txt","3821","62"
"ea3835d7dfe9","2020","2020-11-24","单品创业——古方红糖案例","2020/2020-11-24_单品创业——古方红糖案例.txt","2469","47"
"d61c95281d03","2020","2020-11-26","“中国胰岛素之父”甘忠如：一位科学家的管理哲学","2020/2020-11-26_“中国胰岛素之父”甘忠如：一位科学家的管理哲学.txt","6423","125"
"96b0a24bb4ef","2020","2020-11-27","为什么女性消费者更容易被“种草”？","2020/2020-11-27_为什么女性消费者更容易被“种草”？.txt","4564","106"
"9c12ec18f620","2020","2020-11-30","凌鸿：技术+管理，“智慧城市”可持续之道","2020/2020-11-30_凌鸿：技术+管理，“智慧城市”可持续之道.txt","1902","65"
"7f4224dea44b","2020","2020-12-01","国际教育轻模式——雅力教育案例","2020/2020-12-01_国际教育轻模式——雅力教育案例.txt","2916","73"
"30d3652ca3cd","2020","2020-12-02","同为亚裔，为什么南亚裔在美国更容易当上CEO？","2020/2020-12-02_同为亚裔，为什么南亚裔在美国更容易当上CEO？.txt","4168","83"
"57a4e8146aa1","2020","2020-12-04","你的时间都浪费在哪里？","2020/2020-12-04_你的时间都浪费在哪里？.txt","4369","146"
"35d376dd4852","2020","2020-12-07","“后浪”重塑欧莱雅：年轻中国女性的美妆消费是如何走到世界前列的？","2020/2020-12-07_“后浪”重塑欧莱雅：年轻中国女性的美妆消费是如何走到世界前列的？.txt","3587","80"
"fffb18d5c07c","2020","2020-12-08","并购式创新——绿叶制药案例","2020/2020-12-08_并购式创新——绿叶制药案例.txt","2617","46"
"eedebbaa958b","2020","2020-12-09","团队中总有人喜欢battle！这会帮助提升绩效吗？","2020/2020-12-09_团队中总有人喜欢battle！这会帮助提升绩效吗？.txt","2580","48"
"93f852f4ccfe","2020","2020-12-11","为什么年初立的flag又双叒叕倒了？！","2020/2020-12-11_为什么年初立的flag又双叒叕倒了？！.txt","3397","78"
"c709167117f3","2020","2020-12-14","疯狂购物的女性，可没那么好忽悠","2020/2020-12-14_疯狂购物的女性，可没那么好忽悠.txt","3066","73"
"90780ed3ab85","2020","2020-12-16","星座真的准确吗？中国的星座性格刻板印象与歧视","2020/2020-12-16_星座真的准确吗？中国的星座性格刻板印象与歧视.txt","3951","87"
"df6d8bead57e","2020","2020-12-18","成为“世界之子”，对管理者的意义在哪？","2020/2020-12-18_成为“世界之子”，对管理者的意义在哪？.txt","4586","66"
"1ebe2dc865cf","2020","2020-12-21","面对“千播大战”，品牌如何脱颖而出？","2020/2020-12-21_面对“千播大战”，品牌如何脱颖而出？.txt","3430","78"
"62c5301fec40","2020","2020-12-22","传统家居企业的顾客资产管理 ——红星美凯龙案例","2020/2020-12-22_传统家居企业的顾客资产管理 ——红星美凯龙案例.txt","3619","78"
"3d71e2b3ee57","2020","2020-12-23","你的努力究竟是为了成就自己，还是为了超越他人？","2020/2020-12-23_你的努力究竟是为了成就自己，还是为了超越他人？.txt","3273","67"
"4a04d31fbaf1","2020","2020-12-25","大家都在过圣诞，居然还有人在加班？","2020/2020-12-25_大家都在过圣诞，居然还有人在加班？.txt","4989","77"
"3da140adfc77","2020","2020-12-28","京东“直男”变“暖男”","2020/2020-12-28_京东“直男”变“暖男”.txt","2643","59"
"654cf45f6562","2020","2020-12-30","从爱迪生和威斯汀豪斯的电流大战，看竞争关系中的印象管理","2020/2020-12-30_从爱迪生和威斯汀豪斯的电流大战，看竞争关系中的印象管理.txt","3843","106"
"7d194cb39cd1","2020","2020-12-31","你准备好重启新的一年了吗？","2020/2020-12-31_你准备好重启新的一年了吗？.txt","2047","89"
"bf258724d3a4","2021","2021-01-04","外婆家吴国平：煮熟的鸭子飞到家","2021/2021-01-04_外婆家吴国平：煮熟的鸭子飞到家.txt","7699","159"
"30d5812f2ef8","2021","2021-01-06","有多少打工人其实是在无效工作？","2021/2021-01-06_有多少打工人其实是在无效工作？.txt","3793","75"
"7a8e84e059e1","2021","2021-01-07","中国养老地产的模式探索——九如城案例","2021/2021-01-07_中国养老地产的模式探索——九如城案例.txt","2663","57"
"1a407772a7d5","2021","2021-01-08","现代博物馆如何“破圈”？","2021/2021-01-08_现代博物馆如何“破圈”？.txt","5220","70"
"44faf0543e95","2021","2021-01-11","张勇：海底捞商业帝国的底层逻辑","2021/2021-01-11_张勇：海底捞商业帝国的底层逻辑.txt","8710","189"
"a287bae283d1","2021","2021-01-13","怎样设计创业加速器能够更加有效地帮助初创公司取得成功？","2021/2021-01-13_怎样设计创业加速器能够更加有效地帮助初创公司取得成功？.txt","3752","81"
"6b0746c50a92","2021","2021-01-15","和珅跌倒，与清仁宗的荷包","2021/2021-01-15_和珅跌倒，与清仁宗的荷包.txt","5052","100"
"ae32f9371340","2021","2021-01-18","“流量”何以助力经济？","2021/2021-01-18_“流量”何以助力经济？.txt","4662","121"
"a0f0e50a0bc1","2021","2021-01-20","校服卖成时装爆款？聊一聊JK制服的生意经","2021/2021-01-20_校服卖成时装爆款？聊一聊JK制服的生意经.txt","297","7"
"f20336cc44c7","2021","2021-01-21","差异化致胜——鲁南制药案例","2021/2021-01-21_差异化致胜——鲁南制药案例.txt","2363","57"
"03e5ca68dbeb","2021","2021-01-22","“逆行者”的温柔","2021/2021-01-22_“逆行者”的温柔.txt","4042","50"
"384220d665d1","2021","2021-01-25","当我们谈论女性时， 我们在谈论什么？","2021/2021-01-25_当我们谈论女性时， 我们在谈论什么？.txt","3234","68"
