id,year,title,relative_path,delete_as_activity_notice,confidence,category,reason
"868aaccb5aad","2020","【直播预告】数智时代，财务人如何进阶成为复合型人才？","2020/2020-05-19_【直播预告】数智时代，财务人如何进阶成为复合型人才？.txt","true","1","直播预告","文章主要内容为直播活动的预告，包含直播时间、主题、嘉宾介绍、内容梗概等信息，符合活动通知的定义。"
"f08b23250ac7","2020","【直播预告】疫情加剧供应链风险，数字化是破解之道吗？","2020/2020-05-21_【直播预告】疫情加剧供应链风险，数字化是破解之道吗？.txt","true","0.9","直播预告","文章标题和内容明确指出是‘直播预告’，旨在通知用户参加一场关于供应链风险与数字化的线上直播活动，属于活动通知类内容。"
"1d1329d20fff","2023","复旦管理视野·读书沙龙 第1期丨《奥本海默》背后的指导方针","2023/2023-09-19_复旦管理视野·读书沙龙 第1期丨《奥本海默》背后的指导方针.txt","true","1","活动通知","文章主要内容是通知复旦管理视野读书沙龙的活动时间、地点、参与方式和报名方式，属于典型的活动通知。"
"8de268dbcbff","2023","复旦管理视野·读书沙龙报名丨9月26日，一起读《科学：无尽的前沿》","2023/2023-09-22_复旦管理视野·读书沙龙报名丨9月26日，一起读《科学：无尽的前沿》.txt","true","1","活动通知","文章标题和内容明确提及“报名”和活动时间，属于典型的活动通知。"
"c9d08e2a3609","2023","9月26日 复旦管理视野·读书沙龙丨报名最后期限，等你一起“开卷”！","2023/2023-09-25_9月26日 复旦管理视野·读书沙龙丨报名最后期限，等你一起“开卷”！.txt","true","0.95","活动通知","文章主要目的是通知9月26日的读书沙龙活动，包含活动时间、地点、参与方式、报名限制和费用等信息，具有典型的活动通知性质。"
"c67e42ebc9c8","2023","《为什么伟大不能被计划》丨复旦管理视野·读书沙龙第2期：探讨全球科技竞争下的创新路径","2023/2023-11-13_《为什么伟大不能被计划》丨复旦管理视野·读书沙龙第2期：探讨全球科技竞争下的创新路径.txt","true","0.9","活动通知","文章主要内容是通知一个读书沙龙活动的时间、地点、报名方式和限制条件，属于典型的活动通知。"
"6d3e2c7e6921","2023","复旦管理视野·读书沙龙第2期：探讨全球科技竞争下的创新路径","2023/2023-11-15_复旦管理视野·读书沙龙第2期：探讨全球科技竞争下的创新路径.txt","true","1","活动通知","该内容为读书沙龙的活动通知，包含了活动时间、地点、报名方式、限额等信息，符合活动通知的特征。"
"fb3593df239f","2023","最后一天！复旦管理视野·读书沙龙第2期报名丨探讨全球科技竞争下的创新路径","2023/2023-11-17_最后一天！复旦管理视野·读书沙龙第2期报名丨探讨全球科技竞争下的创新路径.txt","true","0.9","活动报名","文章标题和内容明确为读书沙龙活动的报名通知，具有明确的活动信息和报名截止日期，属于低长期参考价值的活动通知类内容。"
"3571c9915eeb","2023","创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期","2023/2023-11-21_创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期.txt","true","1","读书沙龙","该内容是关于一个名为“创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期”的读书沙龙活动通知，包含了活动时间、地点、嘉宾介绍、活动议程以及报名方式，属于典型的活动通知类内容。"
"3a601ec5ff77","2023","创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期","2023/2023-11-23_创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期.txt","true","1","读书沙龙","文章主要内容为通知一场关于中国家族企业传承的读书沙龙活动，包括活动主题、嘉宾介绍、议程、时间、地点、报名方式以及费用，符合活动通知的特征。"
"bff05b3a0796","2023","创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期","2023/2023-11-24_创新式传承：中国家族企业的积淀与突围丨管理视野·读书沙龙第3期.txt","true","1","活动通知","文章主要内容是关于一个读书沙龙活动的通知，包括活动主题、嘉宾介绍、活动时间、地点、规模以及报名方式，目的是宣传和引流，符合活动通知的特征。"
"4fb2c0bbf953","2023","报名今天截止！来管理视野·读书沙龙，阅读中国家族企业的“创新式传承”","2023/2023-11-27_报名今天截止！来管理视野·读书沙龙，阅读中国家族企业的“创新式传承”.txt","true","1","活动通知","文章标题和内容明确告知了活动时间、地点、报名截止日期、报名方式以及活动议程，主要目的是通知用户参加活动。"
"02193b736c73","2024","增长阶梯？求生攻略？一份关于出海的参考答案丨复旦管院论坛开放报名","2024/2024-11-08_增长阶梯？求生攻略？一份关于出海的参考答案丨复旦管院论坛开放报名.txt","true","0.9","活动通知","文章主要内容为复旦管院论坛的活动预告，包含活动时间、地点、议程、嘉宾以及报名方式，其主要目的是通知和吸引用户参与活动。"
"97cd93df4ade","2024","出海：真问题与解决方案丨论坛报名","2024/2024-11-11_出海：真问题与解决方案丨论坛报名.txt","true","1","活动通知","文章主要目的是通知和宣传一个关于“出海：真问题与解决方案”的论坛活动，包含活动时间、地点、议程、嘉宾介绍以及报名方式，符合活动通知的特征。"
"73a5a7a70d94","2024","出海：真问题与解决方案丨论坛报名","2024/2024-11-12_出海：真问题与解决方案丨论坛报名.txt","true","0.95","活动通知","文章内容是关于一个名为“出海：真问题与解决方案”的论坛活动通知，详细列出了活动时间、地点、议程、嘉宾以及报名方式，主要目的是宣传和引导用户参与活动。"
"5e95c6108dd7","2025","论坛报名丨关税战下的中国企业出海：东南亚的产业与市场机遇","2025/2025-04-22_论坛报名丨关税战下的中国企业出海：东南亚的产业与市场机遇.txt","true","1","activity_notice","该内容为活动报名通知，明确了活动时间、地点、报名方式、截止时间以及嘉宾信息，主要目的是宣传和引流。"
"f7fa7be5ad1d","2025","论坛报名丨关税大战下的中国企业出海：东南亚的市场机会与挑战","2025/2025-04-24_论坛报名丨关税大战下的中国企业出海：东南亚的市场机会与挑战.txt","true","1","活动通知","文章主要内容是关于一个关于中国企业出海东南亚市场机会与挑战的论坛的报名通知，包含了论坛的主题、时间、地点、报名方式、截止时间以及嘉宾介绍，其主要目的是通知和吸引报名参加活动。"
"5ff8204d5134","2025","AI时代，管理如何重构丨《管理视野》创刊十周年特别论坛召集","2025/2025-11-05_AI时代，管理如何重构丨《管理视野》创刊十周年特别论坛召集.txt","true","1","活动通知","该文章是一篇活动通知，主要内容是关于“AI时代，管理如何重构”特别论坛的召集信息，包括时间、地点、报名方式、议程和嘉宾介绍，旨在宣传和吸引参会者。"
"835882d7a469","2025","AI时代，管理如何重构丨《管理视野》创刊十周年特别论坛11月11日与您相见","2025/2025-11-10_AI时代，管理如何重构丨《管理视野》创刊十周年特别论坛11月11日与您相见.txt","true","0.9","活动通知","该文章主要内容为通知一个关于“AI时代，管理如何重构”的主题论坛的举办时间、地点、报名方式和详细的活动议程，旨在宣传和引流参会人员，属于典型的活动通知类内容。"
